Area,Maximum sustained wind (in knots),Year,Month,Day,Path_ID,Order of points,Latitude,Longitude,Name,Hours,Minutes
Atlantic,25,2004,7,31,2004-1,1,30.3,-78.3,Alex,18,0
Atlantic,25,2004,8,1,2004-1,2,31,-78.8,Alex,0,0
Atlantic,25,2004,8,1,2004-1,3,31.5,-79,Alex,6,0
Atlantic,30,2004,8,1,2004-1,4,31.6,-79.1,Alex,12,0
Atlantic,35,2004,8,1,2004-1,5,31.6,-79.2,Alex,18,0
Atlantic,35,2004,8,2,2004-1,6,31.5,-79.3,Alex,0,0
Atlantic,40,2004,8,2,2004-1,7,31.4,-79.4,Alex,6,0
Atlantic,50,2004,8,2,2004-1,8,31.3,-79,Alex,12,0
Atlantic,50,2004,8,2,2004-1,9,31.8,-78.7,Alex,18,0
Atlantic,60,2004,8,3,2004-1,10,32.4,-78.2,Alex,0,0
Atlantic,70,2004,8,3,2004-1,11,33,-77.4,Alex,6,0
Atlantic,85,2004,8,3,2004-1,12,34.2,-76.4,Alex,12,0
Atlantic,85,2004,8,3,2004-1,13,35.3,-75.2,Alex,18,0
Atlantic,80,2004,8,4,2004-1,14,36,-73.7,Alex,0,0
Atlantic,80,2004,8,4,2004-1,15,36.8,-72.1,Alex,6,0
Atlantic,85,2004,8,4,2004-1,16,37.3,-70.2,Alex,12,0
Atlantic,95,2004,8,4,2004-1,17,37.8,-68.3,Alex,18,0
Atlantic,105,2004,8,5,2004-1,18,38.5,-66,Alex,0,0
Atlantic,105,2004,8,5,2004-1,19,39.5,-63.1,Alex,6,0
Atlantic,100,2004,8,5,2004-1,20,40.8,-59.6,Alex,12,0
Atlantic,90,2004,8,5,2004-1,21,42.7,-55,Alex,18,0
Atlantic,75,2004,8,6,2004-1,22,44.5,-49.3,Alex,0,0
Atlantic,65,2004,8,6,2004-1,23,46.1,-44.2,Alex,6,0
Atlantic,50,2004,8,6,2004-1,24,47,-37.5,Alex,12,0
Atlantic,30,2004,8,6,2004-1,25,47.4,-32.7,Alex,18,0
Atlantic,25,2004,8,3,2004-2,1,12.9,-53.6,Bonnie,12,0
Atlantic,25,2004,8,3,2004-2,2,13.2,-55.4,Bonnie,18,0
Atlantic,30,2004,8,4,2004-2,3,13.5,-57.4,Bonnie,0,0
Atlantic,30,2004,8,4,2004-2,4,13.6,-59.5,Bonnie,6,0
Atlantic,30,2004,8,4,2004-2,5,13.6,-61.6,Bonnie,12,0
Atlantic,30,2004,8,4,2004-2,6,13.7,-63.7,Bonnie,18,0
Atlantic,25,2004,8,5,2004-2,7,14,-65.7,Bonnie,0,0
Atlantic,25,2004,8,5,2004-2,8,14.9,-67.7,Bonnie,6,0
Atlantic,25,2004,8,5,2004-2,9,16,-69.7,Bonnie,12,0
Atlantic,25,2004,8,5,2004-2,10,16.5,-71.5,Bonnie,18,0
Atlantic,25,2004,8,6,2004-2,11,17,-73,Bonnie,0,0
Atlantic,25,2004,8,6,2004-2,12,17.1,-74.6,Bonnie,6,0
Atlantic,25,2004,8,6,2004-2,13,17.2,-76.2,Bonnie,12,0
Atlantic,25,2004,8,6,2004-2,14,17,-77.2,Bonnie,18,0
Atlantic,25,2004,8,7,2004-2,15,17.1,-78.2,Bonnie,0,0
Atlantic,20,2004,8,7,2004-2,16,17.4,-79.2,Bonnie,6,0
Atlantic,20,2004,8,7,2004-2,17,17.8,-80.2,Bonnie,12,0
Atlantic,20,2004,8,7,2004-2,18,18.4,-81.1,Bonnie,18,0
Atlantic,20,2004,8,8,2004-2,19,19,-81.9,Bonnie,0,0
Atlantic,25,2004,8,8,2004-2,20,19.7,-82.7,Bonnie,6,0
Atlantic,25,2004,8,8,2004-2,21,20.3,-83.5,Bonnie,12,0
Atlantic,25,2004,8,8,2004-2,22,20.9,-84.3,Bonnie,18,0
Atlantic,25,2004,8,9,2004-2,23,21.5,-85.5,Bonnie,0,0
Atlantic,30,2004,8,9,2004-2,24,22,-86.6,Bonnie,6,0
Atlantic,35,2004,8,9,2004-2,25,22.5,-87.6,Bonnie,12,0
Atlantic,40,2004,8,9,2004-2,26,22.9,-88.3,Bonnie,18,0
Atlantic,45,2004,8,10,2004-2,27,23.1,-89,Bonnie,0,0
Atlantic,45,2004,8,10,2004-2,28,23.4,-89.8,Bonnie,6,0
Atlantic,50,2004,8,10,2004-2,29,24,-90.6,Bonnie,12,0
Atlantic,45,2004,8,10,2004-2,30,24.4,-90.6,Bonnie,18,0
Atlantic,40,2004,8,11,2004-2,31,24.7,-90.6,Bonnie,0,0
Atlantic,40,2004,8,11,2004-2,32,25.2,-90.6,Bonnie,6,0
Atlantic,45,2004,8,11,2004-2,33,25.7,-90.4,Bonnie,12,0
Atlantic,55,2004,8,11,2004-2,34,26.4,-89.6,Bonnie,18,0
Atlantic,50,2004,8,12,2004-2,35,27,-88.8,Bonnie,0,0
Atlantic,45,2004,8,12,2004-2,36,27.7,-88.1,Bonnie,6,0
Atlantic,45,2004,8,12,2004-2,37,29,-86.1,Bonnie,12,0
Atlantic,40,2004,8,12,2004-2,38,29.6,-85.1,Bonnie,14,0
Atlantic,30,2004,8,12,2004-2,39,30.2,-84,Bonnie,18,0
Atlantic,25,2004,8,13,2004-2,40,31.9,-81.3,Bonnie,0,0
Atlantic,25,2004,8,13,2004-2,41,33.5,-79,Bonnie,6,0
Atlantic,25,2004,8,13,2004-2,42,35.5,-76.5,Bonnie,12,0
Atlantic,25,2004,8,13,2004-2,43,37.1,-74.9,Bonnie,18,0
Atlantic,20,2004,8,14,2004-2,44,39,-73.5,Bonnie,0,0
Atlantic,30,2004,8,9,2004-3,1,11.4,-59.2,Charley,12,0
Atlantic,30,2004,8,9,2004-3,2,11.7,-61.1,Charley,18,0
Atlantic,30,2004,8,10,2004-3,3,12.2,-63.2,Charley,0,0
Atlantic,35,2004,8,10,2004-3,4,12.9,-65.3,Charley,6,0
Atlantic,40,2004,8,10,2004-3,5,13.8,-67.6,Charley,12,0
Atlantic,45,2004,8,10,2004-3,6,14.9,-69.8,Charley,18,0
Atlantic,55,2004,8,11,2004-3,7,15.6,-71.8,Charley,0,0
Atlantic,55,2004,8,11,2004-3,8,16,-73.7,Charley,6,0
Atlantic,60,2004,8,11,2004-3,9,16.3,-75.4,Charley,12,0
Atlantic,65,2004,8,11,2004-3,10,16.7,-76.8,Charley,18,0
Atlantic,65,2004,8,12,2004-3,11,17.4,-78.1,Charley,0,0
Atlantic,75,2004,8,12,2004-3,12,18.2,-79.3,Charley,6,0
Atlantic,80,2004,8,12,2004-3,13,19.2,-80.7,Charley,12,0
Atlantic,90,2004,8,12,2004-3,14,20.5,-81.6,Charley,18,0
Atlantic,90,2004,8,13,2004-3,15,21.7,-82.2,Charley,0,0
Atlantic,105,2004,8,13,2004-3,16,22.7,-82.6,Charley,4,30
Atlantic,105,2004,8,13,2004-3,17,23,-82.6,Charley,6,0
Atlantic,95,2004,8,13,2004-3,18,24.4,-82.9,Charley,12,0
Atlantic,125,2004,8,13,2004-3,19,26.1,-82.4,Charley,18,0
Atlantic,130,2004,8,13,2004-3,20,26.6,-82.2,Charley,19,45
Atlantic,125,2004,8,13,2004-3,21,26.9,-82.1,Charley,20,45
Atlantic,75,2004,8,14,2004-3,22,28.1,-81.6,Charley,0,0
Atlantic,75,2004,8,14,2004-3,23,30.1,-80.8,Charley,6,0
Atlantic,65,2004,8,14,2004-3,24,32.3,-79.7,Charley,12,0
Atlantic,70,2004,8,14,2004-3,25,33,-79.4,Charley,14,0
Atlantic,65,2004,8,14,2004-3,26,33.8,-78.7,Charley,16,0
Atlantic,60,2004,8,14,2004-3,27,34.5,-78.1,Charley,18,0
Atlantic,40,2004,8,15,2004-3,28,36.9,-75.9,Charley,0,0
Atlantic,35,2004,8,15,2004-3,29,39.3,-73.8,Charley,6,0
Atlantic,30,2004,8,15,2004-3,30,41.2,-71.1,Charley,12,0
Atlantic,30,2004,8,13,2004-4,1,12.3,-21.8,Danielle,12,0
Atlantic,30,2004,8,13,2004-4,2,12.4,-23,Danielle,18,0
Atlantic,35,2004,8,14,2004-4,3,12.6,-24.2,Danielle,0,0
Atlantic,40,2004,8,14,2004-4,4,12.9,-25.5,Danielle,6,0
Atlantic,45,2004,8,14,2004-4,5,13.2,-26.8,Danielle,12,0
Atlantic,55,2004,8,14,2004-4,6,13.5,-28.1,Danielle,18,0
Atlantic,65,2004,8,15,2004-4,7,13.8,-29.3,Danielle,0,0
Atlantic,75,2004,8,15,2004-4,8,14.1,-30.8,Danielle,6,0
Atlantic,80,2004,8,15,2004-4,9,14.7,-32.1,Danielle,12,0
Atlantic,85,2004,8,15,2004-4,10,15.2,-33.5,Danielle,18,0
Atlantic,90,2004,8,16,2004-4,11,16,-34.8,Danielle,0,0
Atlantic,90,2004,8,16,2004-4,12,16.8,-36,Danielle,6,0
Atlantic,90,2004,8,16,2004-4,13,17.7,-37.2,Danielle,12,0
Atlantic,95,2004,8,16,2004-4,14,19,-38.2,Danielle,18,0
Atlantic,95,2004,8,17,2004-4,15,20.3,-38.9,Danielle,0,0
Atlantic,90,2004,8,17,2004-4,16,21.7,-39.6,Danielle,6,0
Atlantic,90,2004,8,17,2004-4,17,23.3,-40,Danielle,12,0
Atlantic,85,2004,8,17,2004-4,18,24.6,-40.3,Danielle,18,0
Atlantic,75,2004,8,18,2004-4,19,25.9,-40.6,Danielle,0,0
Atlantic,65,2004,8,18,2004-4,20,27.3,-40.3,Danielle,6,0
Atlantic,55,2004,8,18,2004-4,21,28.1,-39.8,Danielle,12,0
Atlantic,45,2004,8,18,2004-4,22,28.9,-38.9,Danielle,18,0
Atlantic,40,2004,8,19,2004-4,23,29.3,-37.8,Danielle,0,0
Atlantic,40,2004,8,19,2004-4,24,29.7,-37.7,Danielle,6,0
Atlantic,35,2004,8,19,2004-4,25,29.9,-37.7,Danielle,12,0
Atlantic,35,2004,8,19,2004-4,26,29.9,-37.2,Danielle,18,0
Atlantic,35,2004,8,20,2004-4,27,29.8,-36.8,Danielle,0,0
Atlantic,35,2004,8,20,2004-4,28,30.2,-37,Danielle,6,0
Atlantic,35,2004,8,20,2004-4,29,30.5,-37.2,Danielle,12,0
Atlantic,30,2004,8,20,2004-4,30,30.9,-37.6,Danielle,18,0
Atlantic,30,2004,8,21,2004-4,31,30.9,-38,Danielle,0,0
Atlantic,30,2004,8,21,2004-4,32,30.6,-38.6,Danielle,6,0
Atlantic,25,2004,8,21,2004-4,33,30.7,-38.9,Danielle,12,0
Atlantic,25,2004,8,21,2004-4,34,30.5,-39.2,Danielle,18,0
Atlantic,25,2004,8,22,2004-4,35,30.3,-39.8,Danielle,0,0
Atlantic,25,2004,8,22,2004-4,36,30.2,-40.3,Danielle,6,0
Atlantic,25,2004,8,22,2004-4,37,30.3,-40.8,Danielle,12,0
Atlantic,25,2004,8,22,2004-4,38,30.4,-41.2,Danielle,18,0
Atlantic,25,2004,8,23,2004-4,39,30.8,-42,Danielle,0,0
Atlantic,25,2004,8,23,2004-4,40,31.7,-42.5,Danielle,6,0
Atlantic,25,2004,8,23,2004-4,41,32.3,-43.3,Danielle,12,0
Atlantic,25,2004,8,23,2004-4,42,33.1,-43.8,Danielle,18,0
Atlantic,20,2004,8,24,2004-4,43,33.9,-44.2,Danielle,0,0
Atlantic,20,2004,8,24,2004-4,44,34.7,-44.6,Danielle,6,0
Atlantic,20,2004,8,24,2004-4,45,35.5,-45,Danielle,12,0
Atlantic,20,2004,8,24,2004-4,46,36.4,-45.2,Danielle,18,0
Atlantic,30,2004,8,13,2004-5,1,9,-45.6,Earl,18,0
Atlantic,30,2004,8,14,2004-5,2,9.2,-47.4,Earl,0,0
Atlantic,30,2004,8,14,2004-5,3,9.6,-49.2,Earl,6,0
Atlantic,30,2004,8,14,2004-5,4,10.1,-51.4,Earl,12,0
Atlantic,35,2004,8,14,2004-5,5,10.5,-53.5,Earl,18,0
Atlantic,35,2004,8,15,2004-5,6,11,-55.9,Earl,0,0
Atlantic,45,2004,8,15,2004-5,7,11.5,-58.3,Earl,6,0
Atlantic,45,2004,8,15,2004-5,8,11.8,-60.8,Earl,12,0
Atlantic,35,2004,8,15,2004-5,9,12.1,-62.8,Earl,18,0
Atlantic,25,2004,8,25,2004-6,1,11.1,-35.2,Frances,0,0
Atlantic,30,2004,8,25,2004-6,2,11.2,-36.8,Frances,6,0
Atlantic,30,2004,8,25,2004-6,3,11.3,-38.3,Frances,12,0
Atlantic,35,2004,8,25,2004-6,4,11.5,-39.8,Frances,18,0
Atlantic,40,2004,8,26,2004-6,5,11.9,-41.5,Frances,0,0
Atlantic,45,2004,8,26,2004-6,6,12.3,-42.9,Frances,6,0
Atlantic,55,2004,8,26,2004-6,7,12.8,-44.5,Frances,12,0
Atlantic,65,2004,8,26,2004-6,8,13.3,-45.8,Frances,18,0
Atlantic,70,2004,8,27,2004-6,9,13.7,-46.8,Frances,0,0
Atlantic,75,2004,8,27,2004-6,10,14.2,-47.8,Frances,6,0
Atlantic,90,2004,8,27,2004-6,11,14.7,-48.5,Frances,12,0
Atlantic,100,2004,8,27,2004-6,12,15.4,-49.3,Frances,18,0
Atlantic,100,2004,8,28,2004-6,13,15.9,-50,Frances,0,0
Atlantic,100,2004,8,28,2004-6,14,16.6,-50.9,Frances,6,0
Atlantic,105,2004,8,28,2004-6,15,17.2,-51.6,Frances,12,0
Atlantic,115,2004,8,28,2004-6,16,17.7,-52.3,Frances,18,0
Atlantic,115,2004,8,29,2004-6,17,18.1,-52.9,Frances,0,0
Atlantic,115,2004,8,29,2004-6,18,18.4,-53.6,Frances,6,0
Atlantic,115,2004,8,29,2004-6,19,18.6,-54.4,Frances,12,0
Atlantic,110,2004,8,29,2004-6,20,18.8,-55,Frances,18,0
Atlantic,105,2004,8,30,2004-6,21,18.9,-55.8,Frances,0,0
Atlantic,100,2004,8,30,2004-6,22,19,-56.8,Frances,6,0
Atlantic,100,2004,8,30,2004-6,23,19.2,-58.1,Frances,12,0
Atlantic,110,2004,8,30,2004-6,24,19.4,-59.3,Frances,18,0
Atlantic,110,2004,8,31,2004-6,25,19.6,-60.7,Frances,0,0
Atlantic,115,2004,8,31,2004-6,26,19.8,-62.1,Frances,6,0
Atlantic,120,2004,8,31,2004-6,27,20,-63.5,Frances,12,0
Atlantic,125,2004,8,31,2004-6,28,20.3,-65,Frances,18,0
Atlantic,120,2004,9,1,2004-6,29,20.6,-66.4,Frances,0,0
Atlantic,120,2004,9,1,2004-6,30,21,-67.9,Frances,6,0
Atlantic,120,2004,9,1,2004-6,31,21.1,-68.1,Frances,7,0
Atlantic,120,2004,9,1,2004-6,32,21.4,-69.1,Frances,12,0
Atlantic,120,2004,9,1,2004-6,33,21.8,-70.4,Frances,18,0
Atlantic,120,2004,9,2,2004-6,34,22.2,-71.4,Frances,0,0
Atlantic,125,2004,9,2,2004-6,35,22.7,-72.5,Frances,6,0
Atlantic,125,2004,9,2,2004-6,36,22.8,-72.8,Frances,7,30
Atlantic,120,2004,9,2,2004-6,37,23.2,-73.5,Frances,12,0
Atlantic,115,2004,9,2,2004-6,38,23.8,-74.3,Frances,18,0
Atlantic,110,2004,9,2,2004-6,39,24,-74.5,Frances,19,30
Atlantic,105,2004,9,3,2004-6,40,24.2,-75,Frances,0,0
Atlantic,100,2004,9,3,2004-6,41,24.6,-75.6,Frances,5,30
Atlantic,100,2004,9,3,2004-6,42,24.7,-75.7,Frances,6,0
Atlantic,95,2004,9,3,2004-6,43,25.1,-76.1,Frances,10,0
Atlantic,95,2004,9,3,2004-6,44,25.3,-76.3,Frances,12,0
Atlantic,90,2004,9,3,2004-6,45,25.7,-77.1,Frances,18,0
Atlantic,85,2004,9,4,2004-6,46,26,-77.5,Frances,0,0
Atlantic,85,2004,9,4,2004-6,47,26.4,-77.9,Frances,6,0
Atlantic,90,2004,9,4,2004-6,48,26.6,-78.2,Frances,10,0
Atlantic,90,2004,9,4,2004-6,49,26.8,-78.5,Frances,12,0
Atlantic,90,2004,9,4,2004-6,50,26.8,-79.1,Frances,18,0
Atlantic,95,2004,9,5,2004-6,51,27,-79.4,Frances,0,0
Atlantic,90,2004,9,5,2004-6,52,27.2,-80.2,Frances,4,30
Atlantic,90,2004,9,5,2004-6,53,27.2,-80.2,Frances,6,0
Atlantic,80,2004,9,5,2004-6,54,27.4,-80.7,Frances,12,0
Atlantic,60,2004,9,5,2004-6,55,27.8,-81.7,Frances,18,0
Atlantic,55,2004,9,6,2004-6,56,28.1,-82.3,Frances,0,0
Atlantic,55,2004,9,6,2004-6,57,28.6,-83.3,Frances,6,0
Atlantic,55,2004,9,6,2004-6,58,29.2,-83.7,Frances,12,0
Atlantic,50,2004,9,6,2004-6,59,30.1,-84,Frances,18,0
Atlantic,35,2004,9,7,2004-6,60,31,-84.6,Frances,0,0
Atlantic,30,2004,9,7,2004-6,61,31.5,-85,Frances,6,0
Atlantic,25,2004,9,7,2004-6,62,32,-85.2,Frances,12,0
Atlantic,25,2004,9,7,2004-6,63,32.5,-85.1,Frances,18,0
Atlantic,25,2004,9,8,2004-6,64,33.4,-84.7,Frances,0,0
Atlantic,25,2004,9,8,2004-6,65,34.3,-84.3,Frances,6,0
Atlantic,25,2004,9,8,2004-6,66,36.1,-83.2,Frances,12,0
Atlantic,25,2004,9,8,2004-6,67,37.8,-82.1,Frances,18,0
Atlantic,25,2004,9,9,2004-6,68,38.7,-81.3,Frances,0,0
Atlantic,30,2004,9,9,2004-6,69,40.5,-80,Frances,6,0
Atlantic,35,2004,9,9,2004-6,70,42.8,-77.7,Frances,12,0
Atlantic,30,2004,9,9,2004-6,71,44.3,-75.7,Frances,18,0
Atlantic,25,2004,9,10,2004-6,72,45.3,-73.3,Frances,0,0
Atlantic,20,2004,9,10,2004-6,73,46.2,-70.5,Frances,6,0
Atlantic,20,2004,9,10,2004-6,74,46.6,-67.3,Frances,12,0
Atlantic,20,2004,9,10,2004-6,75,47.2,-64.2,Frances,18,0
Atlantic,25,2004,8,27,2004-7,1,31.8,-78.1,Gaston,12,0
Atlantic,25,2004,8,27,2004-7,2,31.6,-78,Gaston,18,0
Atlantic,30,2004,8,28,2004-7,3,31.4,-78,Gaston,0,0
Atlantic,35,2004,8,28,2004-7,4,31.3,-78.2,Gaston,6,0
Atlantic,45,2004,8,28,2004-7,5,31.3,-78.5,Gaston,12,0
Atlantic,50,2004,8,28,2004-7,6,31.3,-78.8,Gaston,18,0
Atlantic,55,2004,8,29,2004-7,7,31.5,-79.1,Gaston,0,0
Atlantic,60,2004,8,29,2004-7,8,32.1,-79.4,Gaston,6,0
Atlantic,65,2004,8,29,2004-7,9,32.8,-79.5,Gaston,12,0
Atlantic,65,2004,8,29,2004-7,10,33,-79.6,Gaston,14,0
Atlantic,45,2004,8,29,2004-7,11,33.5,-79.6,Gaston,18,0
Atlantic,30,2004,8,30,2004-7,12,34.2,-79.4,Gaston,0,0
Atlantic,30,2004,8,30,2004-7,13,34.9,-79.1,Gaston,6,0
Atlantic,25,2004,8,30,2004-7,14,35.6,-78.7,Gaston,12,0
Atlantic,30,2004,8,30,2004-7,15,36.4,-77.8,Gaston,18,0
Atlantic,35,2004,8,31,2004-7,16,37.2,-76.6,Gaston,0,0
Atlantic,35,2004,8,31,2004-7,17,38.1,-74.8,Gaston,6,0
Atlantic,35,2004,8,31,2004-7,18,39.1,-72.9,Gaston,12,0
Atlantic,35,2004,8,31,2004-7,19,40.2,-70.5,Gaston,18,0
Atlantic,40,2004,9,1,2004-7,20,41,-67.5,Gaston,0,0
Atlantic,45,2004,9,1,2004-7,21,41.7,-63.5,Gaston,6,0
Atlantic,45,2004,9,1,2004-7,22,43,-59.6,Gaston,12,0
Atlantic,45,2004,9,1,2004-7,23,45,-55,Gaston,18,0
Atlantic,45,2004,9,2,2004-7,24,47,-50,Gaston,0,0
Atlantic,45,2004,9,2,2004-7,25,48.5,-44,Gaston,6,0
Atlantic,45,2004,9,2,2004-7,26,50,-38,Gaston,12,0
Atlantic,40,2004,9,2,2004-7,27,51.1,-32,Gaston,18,0
Atlantic,35,2004,9,3,2004-7,28,52,-28.9,Gaston,0,0
Atlantic,25,2004,8,27,2004-8,1,29,-65.2,Hermine,18,0
Atlantic,25,2004,8,28,2004-8,2,29,-65.7,Hermine,0,0
Atlantic,25,2004,8,28,2004-8,3,29.1,-66.2,Hermine,6,0
Atlantic,30,2004,8,28,2004-8,4,29.2,-66.6,Hermine,12,0
Atlantic,30,2004,8,28,2004-8,5,29.7,-67.2,Hermine,18,0
Atlantic,30,2004,8,29,2004-8,6,30.1,-68.4,Hermine,0,0
Atlantic,30,2004,8,29,2004-8,7,30.5,-69.2,Hermine,6,0
Atlantic,35,2004,8,29,2004-8,8,31.1,-69.8,Hermine,12,0
Atlantic,40,2004,8,29,2004-8,9,31.8,-70.5,Hermine,18,0
Atlantic,40,2004,8,30,2004-8,10,32.6,-71.1,Hermine,0,0
Atlantic,50,2004,8,30,2004-8,11,33.8,-71.5,Hermine,6,0
Atlantic,45,2004,8,30,2004-8,12,35.8,-71.5,Hermine,12,0
Atlantic,45,2004,8,30,2004-8,13,37.6,-71.4,Hermine,18,0
Atlantic,35,2004,8,31,2004-8,14,39.9,-71.3,Hermine,0,0
Atlantic,35,2004,8,31,2004-8,15,41.5,-70.9,Hermine,6,0
Atlantic,25,2004,8,31,2004-8,16,43.1,-70.5,Hermine,12,0
Atlantic,25,2004,9,2,2004-9,1,9.7,-27.6,Ivan,18,0
Atlantic,30,2004,9,3,2004-9,2,9.7,-28.7,Ivan,0,0
Atlantic,35,2004,9,3,2004-9,3,9.7,-30.3,Ivan,6,0
Atlantic,40,2004,9,3,2004-9,4,9.5,-32.1,Ivan,12,0
Atlantic,45,2004,9,3,2004-9,5,9.3,-33.6,Ivan,18,0
Atlantic,45,2004,9,4,2004-9,6,9.1,-35,Ivan,0,0
Atlantic,50,2004,9,4,2004-9,7,8.9,-36.5,Ivan,6,0
Atlantic,50,2004,9,4,2004-9,8,8.9,-38.2,Ivan,12,0
Atlantic,55,2004,9,4,2004-9,9,9,-39.9,Ivan,18,0
Atlantic,60,2004,9,5,2004-9,10,9.3,-41.4,Ivan,0,0
Atlantic,65,2004,9,5,2004-9,11,9.5,-43.4,Ivan,6,0
Atlantic,85,2004,9,5,2004-9,12,9.8,-45.1,Ivan,12,0
Atlantic,110,2004,9,5,2004-9,13,10.2,-46.8,Ivan,18,0
Atlantic,115,2004,9,6,2004-9,14,10.6,-48.5,Ivan,0,0
Atlantic,110,2004,9,6,2004-9,15,10.8,-50.5,Ivan,6,0
Atlantic,110,2004,9,6,2004-9,16,11,-52.5,Ivan,12,0
Atlantic,90,2004,9,6,2004-9,17,11.3,-54.4,Ivan,18,0
Atlantic,90,2004,9,7,2004-9,18,11.2,-56.1,Ivan,0,0
Atlantic,95,2004,9,7,2004-9,19,11.3,-57.8,Ivan,6,0
Atlantic,100,2004,9,7,2004-9,20,11.6,-59.4,Ivan,12,0
Atlantic,105,2004,9,7,2004-9,21,11.8,-61.1,Ivan,18,0
Atlantic,110,2004,9,7,2004-9,22,11.9,-61.8,Ivan,21,30
Atlantic,115,2004,9,8,2004-9,23,12,-62.6,Ivan,0,0
Atlantic,120,2004,9,8,2004-9,24,12.3,-64.1,Ivan,6,0
Atlantic,120,2004,9,8,2004-9,25,12.6,-65.5,Ivan,12,0
Atlantic,120,2004,9,8,2004-9,26,13,-67,Ivan,18,0
Atlantic,130,2004,9,9,2004-9,27,13.3,-68.3,Ivan,0,0
Atlantic,140,2004,9,9,2004-9,28,13.7,-69.5,Ivan,6,0
Atlantic,140,2004,9,9,2004-9,29,14.2,-70.8,Ivan,12,0
Atlantic,130,2004,9,9,2004-9,30,14.7,-71.9,Ivan,18,0
Atlantic,130,2004,9,10,2004-9,31,15.2,-72.8,Ivan,0,0
Atlantic,125,2004,9,10,2004-9,32,15.7,-73.8,Ivan,6,0
Atlantic,125,2004,9,10,2004-9,33,16.2,-74.7,Ivan,12,0
Atlantic,120,2004,9,10,2004-9,34,16.8,-75.8,Ivan,18,0
Atlantic,135,2004,9,11,2004-9,35,17.3,-76.5,Ivan,0,0
Atlantic,130,2004,9,11,2004-9,36,17.4,-77.2,Ivan,3,30
Atlantic,130,2004,9,11,2004-9,37,17.4,-77.6,Ivan,6,0
Atlantic,125,2004,9,11,2004-9,38,17.7,-78.4,Ivan,12,0
Atlantic,145,2004,9,11,2004-9,39,18,-79,Ivan,18,0
Atlantic,145,2004,9,12,2004-9,40,18.2,-79.6,Ivan,0,0
Atlantic,135,2004,9,12,2004-9,41,18.4,-80.4,Ivan,6,0
Atlantic,135,2004,9,12,2004-9,42,18.8,-81.2,Ivan,12,0
Atlantic,130,2004,9,12,2004-9,43,18.9,-81.5,Ivan,14,15
Atlantic,130,2004,9,12,2004-9,44,19.1,-82.1,Ivan,18,0
Atlantic,140,2004,9,13,2004-9,45,19.5,-82.8,Ivan,0,0
Atlantic,140,2004,9,13,2004-9,46,19.9,-83.5,Ivan,6,0
Atlantic,140,2004,9,13,2004-9,47,20.4,-84.1,Ivan,12,0
Atlantic,140,2004,9,13,2004-9,48,20.9,-84.7,Ivan,18,0
Atlantic,140,2004,9,13,2004-9,49,22.1,-84.8,Ivan,21,0
Atlantic,140,2004,9,14,2004-9,50,21.6,-85.1,Ivan,0,0
Atlantic,140,2004,9,14,2004-9,51,21.7,-85.2,Ivan,1,0
Atlantic,140,2004,9,14,2004-9,52,22.4,-85.6,Ivan,6,0
Atlantic,125,2004,9,14,2004-9,53,23,-86,Ivan,12,0
Atlantic,120,2004,9,14,2004-9,54,23.7,-86.5,Ivan,18,0
Atlantic,120,2004,9,15,2004-9,55,24.7,-87,Ivan,0,0
Atlantic,120,2004,9,15,2004-9,56,25.6,-87.4,Ivan,6,0
Atlantic,115,2004,9,15,2004-9,57,26.7,-87.9,Ivan,12,0
Atlantic,115,2004,9,15,2004-9,58,27.9,-88.2,Ivan,18,0
Atlantic,110,2004,9,16,2004-9,59,28.9,-88.2,Ivan,0,0
Atlantic,105,2004,9,16,2004-9,60,30,-87.9,Ivan,6,0
Atlantic,105,2004,9,16,2004-9,61,30.2,-87.9,Ivan,6,50
Atlantic,70,2004,9,16,2004-9,62,31.4,-87.7,Ivan,12,0
Atlantic,50,2004,9,16,2004-9,63,32.5,-87.4,Ivan,18,0
Atlantic,30,2004,9,17,2004-9,64,33.8,-86.5,Ivan,0,0
Atlantic,25,2004,9,17,2004-9,65,34.7,-85.7,Ivan,6,0
Atlantic,20,2004,9,17,2004-9,66,35.4,-84,Ivan,12,0
Atlantic,20,2004,9,17,2004-9,67,36.2,-82.3,Ivan,18,0
Atlantic,20,2004,9,18,2004-9,68,37,-80.5,Ivan,0,0
Atlantic,15,2004,9,18,2004-9,69,37.7,-78.5,Ivan,6,0
Atlantic,15,2004,9,18,2004-9,70,38.4,-76.7,Ivan,12,0
Atlantic,25,2004,9,18,2004-9,71,38,-75.5,Ivan,18,0
Atlantic,35,2004,9,19,2004-9,72,37.5,-74,Ivan,0,0
Atlantic,35,2004,9,19,2004-9,73,36,-74,Ivan,6,0
Atlantic,35,2004,9,19,2004-9,74,34.5,-74.5,Ivan,12,0
Atlantic,35,2004,9,19,2004-9,75,32.8,-75.8,Ivan,18,0
Atlantic,35,2004,9,20,2004-9,76,31,-77.5,Ivan,0,0
Atlantic,35,2004,9,20,2004-9,77,29,-78.5,Ivan,6,0
Atlantic,30,2004,9,20,2004-9,78,27.5,-78.7,Ivan,12,0
Atlantic,25,2004,9,20,2004-9,79,26.4,-79.1,Ivan,18,0
Atlantic,25,2004,9,21,2004-9,80,26.1,-79.7,Ivan,0,0
Atlantic,25,2004,9,21,2004-9,81,25.9,-80.6,Ivan,6,0
Atlantic,25,2004,9,21,2004-9,82,25.8,-81.7,Ivan,12,0
