Area,Maximum sustained wind (in knots),Year,Month,Day,Path_ID,Order of points,Latitude,Longitude,Name,Hours,Minutes
Atlantic,30,1987,9,15,1987-11,9,18,-60,Unnamed,18,0
Atlantic,25,1987,9,15,1987-11,10,18.5,-60.8,Unnamed,0,0
Atlantic,25,1987,9,16,1987-11,11,19,-61.8,Unnamed,6,0
Atlantic,25,1987,9,16,1987-11,12,19.5,-62.7,Unnamed,12,0
Atlantic,25,1987,9,16,1987-11,13,20,-63.5,Unnamed,18,0
Atlantic,20,1987,9,16,1987-11,14,20.5,-63.9,Unnamed,21,0
Atlantic,20,1987,9,17,1987-11,15,21,-64,Unnamed,0,0
Atlantic,20,1987,9,17,1987-11,16,21.5,-64,Unnamed,6,0
Atlantic,15,1987,9,17,1987-11,17,22,-64,Unnamed,12,0
Atlantic,25,1987,9,20,1987-12,1,9.8,-51.3,Emily,18,0
Atlantic,25,1987,9,20,1987-12,2,10.4,-53,Emily,0,0
Atlantic,30,1987,9,20,1987-12,3,10.9,-54.7,Emily,18,0
Atlantic,35,1987,9,20,1987-12,4,11.4,-56.4,Emily,0,0
Atlantic,40,1987,9,21,1987-12,5,12,-58,Emily,6,0
Atlantic,40,1987,9,21,1987-12,6,12.4,-59.7,Emily,12,0
Atlantic,45,1987,9,21,1987-12,7,13.1,-61.3,Emily,18,0
Atlantic,50,1987,9,21,1987-12,8,13.7,-63.1,Emily,0,0
Atlantic,60,1987,9,22,1987-12,9,14.5,-64.7,Emily,6,0
Atlantic,80,1987,9,22,1987-12,10,15.1,-66.3,Emily,12,0
Atlantic,90,1987,9,22,1987-12,11,15.9,-67.7,Emily,18,0
Atlantic,110,1987,9,22,1987-12,12,16.7,-69.1,Emily,0,0
Atlantic,105,1987,9,23,1987-12,13,17.8,-70.4,Emily,6,0
Atlantic,95,1987,9,23,1987-12,14,18.3,-71,Emily,12,0
Atlantic,70,1987,9,23,1987-12,15,19,-71.5,Emily,18,0
Atlantic,55,1987,9,23,1987-12,16,20,-72.3,Emily,0,0
Atlantic,40,1987,9,23,1987-12,17,20.9,-72.8,Emily,6,0
Atlantic,40,1987,9,24,1987-12,18,22,-73,Emily,12,0
Atlantic,45,1987,9,24,1987-12,19,23.2,-73,Emily,18,0
Atlantic,45,1987,9,24,1987-12,20,24.4,-72.7,Emily,18,0
Atlantic,45,1987,9,24,1987-12,21,26,-72,Emily,0,0
Atlantic,45,1987,9,25,1987-12,22,28,-70.5,Emily,6,0
Atlantic,70,1987,9,25,1987-12,23,30.2,-68,Emily,12,0
Atlantic,75,1987,9,25,1987-12,24,32.3,-64.7,Emily,18,0
Atlantic,80,1987,9,25,1987-12,25,32.4,-64.6,Emily,0,0
Atlantic,80,1987,9,25,1987-12,26,35,-60,Emily,6,0
Atlantic,75,1987,9,26,1987-12,27,38,-55,Emily,12,0
Atlantic,70,1987,9,26,1987-12,28,41.2,-49,Emily,18,0
Atlantic,65,1987,9,26,1987-12,29,44.8,-42.5,Emily,0,0
Atlantic,55,1987,9,26,1987-12,30,49,-36,Emily,6,0
Atlantic,25,1987,10,9,1987-13,1,15,-82.6,Floyd,12,0
Atlantic,25,1987,10,9,1987-13,2,14.5,-82.5,Floyd,18,0
Atlantic,25,1987,10,9,1987-13,3,14.1,-82.1,Floyd,0,0
Atlantic,25,1987,10,10,1987-13,4,14.4,-81.8,Floyd,6,0
Atlantic,30,1987,10,10,1987-13,5,15.3,-82.2,Floyd,12,0
Atlantic,35,1987,10,10,1987-13,6,16,-82.2,Floyd,18,0
Atlantic,35,1987,10,10,1987-13,7,16.8,-83.5,Floyd,0,0
Atlantic,40,1987,10,11,1987-13,8,17.6,-83.9,Floyd,6,0
Atlantic,40,1987,10,11,1987-13,9,18.4,-84.2,Floyd,12,0
Atlantic,45,1987,10,11,1987-13,10,19.4,-84.5,Floyd,18,0
Atlantic,50,1987,10,11,1987-13,11,20.5,-84.5,Floyd,0,0
Atlantic,55,1987,10,12,1987-13,12,21.7,-84.3,Floyd,6,0
Atlantic,60,1987,10,12,1987-13,13,23,-84,Floyd,12,0
Atlantic,65,1987,10,12,1987-13,14,24,-82.9,Floyd,18,0
Atlantic,65,1987,10,12,1987-13,15,24.7,-81.5,Floyd,12,0
Atlantic,65,1987,10,12,1987-13,16,25.1,-80.5,Floyd,18,0
Atlantic,60,1987,10,13,1987-13,17,25.3,-79.9,Floyd,0,0
Atlantic,50,1987,10,13,1987-13,18,26,-78.3,Floyd,6,0
Atlantic,45,1987,10,13,1987-13,19,27,-76.9,Floyd,12,0
Atlantic,40,1987,10,13,1987-13,20,28.1,-75.4,Floyd,18,0
Atlantic,40,1987,10,14,1987-13,21,29.5,-74,Floyd,0,0
Atlantic,30,1987,10,31,1987-14,1,16.5,-77.5,Unnamed,6,0
Atlantic,30,1987,11,1,1987-14,2,17.5,-78.5,Unnamed,12,0
Atlantic,30,1987,11,1,1987-14,3,18.4,-79.3,Unnamed,18,0
Atlantic,30,1987,11,1,1987-14,4,19.5,-79.9,Unnamed,0,0
Atlantic,30,1987,11,1,1987-14,5,20.1,-80.3,Unnamed,6,0
Atlantic,25,1987,11,2,1987-14,6,20.3,-80.5,Unnamed,12,0
Atlantic,25,1987,11,2,1987-14,7,20.7,-80.8,Unnamed,18,0
Atlantic,25,1987,11,2,1987-14,8,21.1,-81.1,Unnamed,0,0
Atlantic,25,1987,11,2,1987-14,9,21.4,-81.4,Unnamed,6,0
Atlantic,25,1987,11,3,1987-14,10,22.3,-81.8,Unnamed,12,0
Atlantic,25,1987,11,3,1987-14,11,23.2,-82.2,Unnamed,18,0
Atlantic,25,1987,11,3,1987-14,12,24,-82.9,Unnamed,0,0
Atlantic,25,1987,11,3,1987-14,13,24.9,-83.6,Unnamed,6,0
Atlantic,25,1987,11,4,1987-14,14,25.7,-83.9,Unnamed,12,0
Atlantic,25,1987,11,4,1987-14,15,26.7,-83.5,Unnamed,18,0
Atlantic,20,1987,11,4,1987-14,16,27.5,-83,Unnamed,0,0
Atlantic,20,1987,11,4,1987-14,17,28.5,-82,Unnamed,6,0
Atlantic,20,1988,8,5,1988-1,1,32,-77.5,Alberto,12,0
Atlantic,20,1988,8,6,1988-1,2,32.8,-76.2,Alberto,18,0
Atlantic,20,1988,8,6,1988-1,3,34,-75.2,Alberto,0,0
Atlantic,25,1988,8,6,1988-1,4,35.2,-74.6,Alberto,6,0
Atlantic,25,1988,8,6,1988-1,5,37,-73.5,Alberto,12,0
Atlantic,25,1988,8,7,1988-1,6,38.7,-72.4,Alberto,15,0
Atlantic,30,1988,8,7,1988-1,7,40,-70.8,Alberto,18,0
Atlantic,35,1988,8,7,1988-1,8,41.5,-69,Alberto,0,0
Atlantic,35,1988,8,7,1988-1,9,43,-67.5,Alberto,6,0
Atlantic,35,1988,8,8,1988-1,10,45,-65.5,Alberto,12,0
Atlantic,35,1988,8,8,1988-1,11,47,-63,Alberto,18,0
Atlantic,30,1988,8,8,1988-1,12,49,-60,Alberto,0,0
Atlantic,25,1988,8,8,1988-1,13,51,-56,Alberto,6,0
Atlantic,25,1988,8,8,1988-2,1,30.4,-90.3,Beryl,12,0
Atlantic,30,1988,8,8,1988-2,2,29.7,-89.7,Beryl,18,0
Atlantic,35,1988,8,8,1988-2,3,29.7,-89.4,Beryl,18,0
Atlantic,40,1988,8,8,1988-2,4,29.4,-89.2,Beryl,0,0
Atlantic,45,1988,8,9,1988-2,5,29.3,-89.1,Beryl,6,0
Atlantic,45,1988,8,9,1988-2,6,29.6,-89.5,Beryl,12,0
Atlantic,45,1988,8,9,1988-2,7,30.1,-90.4,Beryl,18,0
Atlantic,40,1988,8,9,1988-2,8,30.1,-90.9,Beryl,0,0
Atlantic,30,1988,8,10,1988-2,9,30.3,-91.6,Beryl,6,0
Atlantic,30,1988,8,10,1988-2,10,30.7,-92.2,Beryl,12,0
Atlantic,25,1988,8,10,1988-2,11,31.2,-92.6,Beryl,18,0
Atlantic,20,1988,8,10,1988-2,12,31.7,-93.2,Beryl,0,0
Atlantic,25,1988,8,21,1988-3,1,14.9,-43.3,Chris,6,0
Atlantic,25,1988,8,21,1988-3,2,14.6,-45.7,Chris,12,0
Atlantic,25,1988,8,22,1988-3,3,14.6,-47.8,Chris,18,0
Atlantic,25,1988,8,22,1988-3,4,14.7,-49.9,Chris,0,0
Atlantic,30,1988,8,22,1988-3,5,14.8,-51.9,Chris,6,0
Atlantic,30,1988,8,22,1988-3,6,15.1,-54,Chris,12,0
Atlantic,30,1988,8,23,1988-3,7,15.3,-55.7,Chris,18,0
Atlantic,30,1988,8,23,1988-3,8,15.6,-57.5,Chris,0,0
Atlantic,30,1988,8,23,1988-3,9,16,-59.2,Chris,6,0
Atlantic,30,1988,8,23,1988-3,10,16.3,-61,Chris,12,0
Atlantic,30,1988,8,24,1988-3,11,16.7,-62.4,Chris,18,0
Atlantic,30,1988,8,24,1988-3,12,16.9,-63.8,Chris,0,0
Atlantic,30,1988,8,24,1988-3,13,17.2,-65.2,Chris,6,0
Atlantic,30,1988,8,24,1988-3,14,17.5,-66.7,Chris,12,0
Atlantic,30,1988,8,25,1988-3,15,17.8,-67.8,Chris,18,0
Atlantic,30,1988,8,25,1988-3,16,18.2,-68.8,Chris,0,0
Atlantic,30,1988,8,25,1988-3,17,18.5,-69.8,Chris,6,0
Atlantic,30,1988,8,25,1988-3,18,19.1,-70.9,Chris,12,0
Atlantic,30,1988,8,26,1988-3,19,19.8,-72.1,Chris,18,0
Atlantic,30,1988,8,26,1988-3,20,20.5,-73.2,Chris,0,0
Atlantic,30,1988,8,26,1988-3,21,21.5,-74.2,Chris,6,0
Atlantic,30,1988,8,26,1988-3,22,22.5,-75.4,Chris,12,0
Atlantic,30,1988,8,27,1988-3,23,23.3,-76.2,Chris,18,0
Atlantic,30,1988,8,27,1988-3,24,24.1,-77.2,Chris,0,0
Atlantic,30,1988,8,27,1988-3,25,24.9,-78.1,Chris,6,0
Atlantic,30,1988,8,27,1988-3,26,25.8,-79,Chris,12,0
Atlantic,30,1988,8,28,1988-3,27,26.8,-79.7,Chris,18,0
Atlantic,40,1988,8,28,1988-3,28,28.2,-80,Chris,0,0
Atlantic,45,1988,8,28,1988-3,29,30.8,-80.8,Chris,6,0
Atlantic,40,1988,8,28,1988-3,30,32,-80.9,Chris,12,0
Atlantic,35,1988,8,28,1988-3,31,32.8,-81.1,Chris,18,0
Atlantic,25,1988,8,29,1988-3,32,34.1,-81.1,Chris,0,0
Atlantic,20,1988,8,29,1988-3,33,35.8,-80.6,Chris,0,0
Atlantic,20,1988,8,29,1988-3,34,37.5,-79.5,Chris,6,0
Atlantic,20,1988,8,29,1988-3,35,39.2,-77.6,Chris,12,0
Atlantic,20,1988,8,30,1988-3,36,41.2,-73.6,Chris,18,0
Atlantic,20,1988,8,30,1988-3,37,43.5,-69.9,Chris,0,0
Atlantic,25,1988,8,30,1988-3,38,45,-65,Chris,6,0
Atlantic,25,1988,8,30,1988-3,39,46.5,-60,Chris,12,0
Atlantic,25,1988,8,31,1988-4,1,20.1,-91,Debby,18,0
Atlantic,25,1988,9,1,1988-4,2,20.2,-91.7,Debby,0,0
Atlantic,25,1988,9,1,1988-4,3,20.3,-92.4,Debby,6,0
Atlantic,25,1988,9,1,1988-4,4,20.4,-93.1,Debby,12,0
Atlantic,30,1988,9,1,1988-4,5,20.5,-93.8,Debby,18,0
Atlantic,30,1988,9,2,1988-4,6,20.6,-94.5,Debby,0,0
Atlantic,40,1988,9,2,1988-4,7,20.7,-95.2,Debby,6,0
Atlantic,50,1988,9,2,1988-4,8,20.8,-95.9,Debby,12,0
Atlantic,65,1988,9,2,1988-4,9,20.8,-96.6,Debby,18,0
Atlantic,65,1988,9,3,1988-4,10,20.7,-97.3,Debby,0,0
Atlantic,50,1988,9,3,1988-4,11,20.5,-98.1,Debby,6,0
Atlantic,35,1988,9,3,1988-4,12,20.3,-98.9,Debby,12,0
Atlantic,30,1988,9,3,1988-4,13,20,-99.8,Debby,18,0
Atlantic,30,1988,9,4,1988-4,14,19.8,-100.7,Debby,0,0
Atlantic,30,1988,9,4,1988-4,15,19.6,-101.6,Debby,6,0
Atlantic,30,1988,9,4,1988-4,16,19.5,-102.5,Debby,12,0
Atlantic,30,1988,9,4,1988-4,17,19.4,-103.4,Debby,18,0
Atlantic,30,1988,9,5,1988-4,18,19.5,-104.3,Debby,23,0
Atlantic,30,1988,9,5,1988-4,19,19.6,-105.1,Debby,0,0
Atlantic,30,1988,9,5,1988-4,20,19.9,-105.9,Debby,2,0
Atlantic,30,1988,9,5,1988-4,21,20.5,-106.4,Debby,6,0
Atlantic,30,1988,9,6,1988-4,22,21,-106.8,Debby,12,0
Atlantic,30,1988,9,6,1988-4,23,21.5,-107.1,Debby,18,0
Atlantic,25,1988,9,6,1988-4,24,22,-107.4,Debby,0,0
Atlantic,25,1988,9,6,1988-4,25,22.5,-107.7,Debby,6,0
Atlantic,25,1988,9,7,1988-4,26,23,-108,Debby,12,0
Atlantic,25,1988,9,7,1988-4,27,23.5,-108.3,Debby,18,0
Atlantic,25,1988,9,7,1988-4,28,23.9,-108.5,Debby,0,0
Atlantic,25,1988,9,7,1988-4,29,24.2,-108.7,Debby,6,0
Atlantic,25,1988,9,8,1988-4,30,24.4,-108.9,Debby,12,0
Atlantic,20,1988,9,8,1988-4,31,24.3,-109.1,Debby,18,0
Atlantic,20,1988,9,8,1988-4,32,24.2,-109.3,Debby,0,0
Atlantic,20,1988,9,8,1988-4,33,24,-109,Debby,6,0
Atlantic,25,1988,9,3,1988-5,1,32.5,-60.5,Ernesto,12,0
Atlantic,25,1988,9,3,1988-5,2,33.1,-59.2,Ernesto,18,0
Atlantic,30,1988,9,3,1988-5,3,34.3,-56.5,Ernesto,0,0
Atlantic,35,1988,9,3,1988-5,4,35.2,-53.1,Ernesto,6,0
Atlantic,40,1988,9,4,1988-5,5,35.9,-49.5,Ernesto,12,0
Atlantic,45,1988,9,4,1988-5,6,36.6,-44.4,Ernesto,18,0
Atlantic,50,1988,9,4,1988-5,7,38,-39.5,Ernesto,0,0
Atlantic,50,1988,9,4,1988-5,8,40.2,-35,Ernesto,6,0
Atlantic,55,1988,9,5,1988-5,9,43.1,-29.7,Ernesto,12,0
Atlantic,25,1988,9,7,1988-6,1,12.5,-17.5,Unnamed,17,0
Atlantic,25,1988,9,7,1988-6,2,13.1,-18,Unnamed,18,0
Atlantic,35,1988,9,7,1988-6,3,13.8,-18.5,Unnamed,0,0
Atlantic,35,1988,9,7,1988-6,4,14.8,-19,Unnamed,6,0
Atlantic,40,1988,9,8,1988-6,5,15.3,-19.1,Unnamed,12,0
Atlantic,40,1988,9,8,1988-6,6,16.4,-19.8,Unnamed,18,0
Atlantic,50,1988,9,8,1988-6,7,17.5,-20.5,Unnamed,0,0
Atlantic,50,1988,9,8,1988-6,8,18.8,-21,Unnamed,6,0
Atlantic,50,1988,9,9,1988-6,9,19.9,-21.6,Unnamed,12,0
Atlantic,50,1988,9,9,1988-6,10,21.4,-22,Unnamed,15,0
Atlantic,35,1988,9,9,1988-6,11,22.9,-22.5,Unnamed,18,0
Atlantic,25,1988,9,9,1988-6,12,24,-22.5,Unnamed,0,0
Atlantic,25,1988,9,10,1988-6,13,25,-23,Unnamed,6,0
Atlantic,25,1988,9,7,1988-7,1,22.8,-92,Florence,12,0
Atlantic,30,1988,9,7,1988-7,2,22.8,-91.2,Florence,18,0
Atlantic,40,1988,9,7,1988-7,3,22.7,-90.2,Florence,0,0
Atlantic,45,1988,9,8,1988-7,4,22.6,-89.6,Florence,6,0
Atlantic,45,1988,9,8,1988-7,5,22.7,-89.8,Florence,12,0
Atlantic,45,1988,9,8,1988-7,6,23.1,-89.7,Florence,18,0
Atlantic,45,1988,9,8,1988-7,7,23.4,-89.5,Florence,22,0
Atlantic,50,1988,9,9,1988-7,8,24.2,-89.2,Florence,0,0
Atlantic,50,1988,9,9,1988-7,9,25,-89.2,Florence,6,0
Atlantic,55,1988,9,9,1988-7,10,26.1,-89.2,Florence,12,0
Atlantic,65,1988,9,9,1988-7,11,27.4,-89.2,Florence,18,0
Atlantic,70,1988,9,9,1988-7,12,28.5,-89.3,Florence,0,0
Atlantic,70,1988,9,10,1988-7,13,28.7,-89.3,Florence,6,0
Atlantic,70,1988,9,10,1988-7,14,29.1,-89.3,Florence,12,0
Atlantic,60,1988,9,10,1988-7,15,29.7,-89.7,Florence,18,0
Atlantic,30,1988,9,10,1988-7,16,30.7,-90.7,Florence,0,0
Atlantic,20,1988,9,10,1988-7,17,31.8,-91.5,Florence,6,0
Atlantic,15,1988,9,11,1988-7,18,32.4,-92.3,Florence,12,0
Atlantic,15,1988,9,11,1988-7,19,32.7,-93.3,Florence,18,0
Atlantic,15,1988,9,11,1988-7,20,33,-94.5,Florence,0,0
Atlantic,25,1988,9,8,1988-8,1,12,-54,Gilbert,18,0
Atlantic,25,1988,9,9,1988-8,2,12.7,-55.6,Gilbert,0,0
Atlantic,30,1988,9,9,1988-8,3,13.3,-57.1,Gilbert,6,0
Atlantic,30,1988,9,9,1988-8,4,14,-58.6,Gilbert,12,0
Atlantic,35,1988,9,9,1988-8,5,14.5,-60.1,Gilbert,18,0
Atlantic,40,1988,9,10,1988-8,6,14.8,-61.5,Gilbert,0,0
Atlantic,45,1988,9,10,1988-8,7,15,-62.8,Gilbert,6,0
Atlantic,50,1988,9,10,1988-8,8,15.3,-64.1,Gilbert,12,0
Atlantic,55,1988,9,10,1988-8,9,15.7,-65.4,Gilbert,18,0
Atlantic,65,1988,9,11,1988-8,10,15.9,-66.8,Gilbert,0,0
Atlantic,80,1988,9,11,1988-8,11,16.2,-68,Gilbert,6,0
Atlantic,95,1988,9,11,1988-8,12,16.1,-69.5,Gilbert,12,0
Atlantic,100,1988,9,11,1988-8,13,16.2,-70.7,Gilbert,18,0
Atlantic,105,1988,9,12,1988-8,14,16.8,-72,Gilbert,0,0
Atlantic,110,1988,9,12,1988-8,15,17.3,-73.7,Gilbert,6,0
Atlantic,110,1988,9,12,1988-8,16,17.6,-75.3,Gilbert,12,0
Atlantic,115,1988,9,12,1988-8,17,17.8,-76.8,Gilbert,18,0
Atlantic,110,1988,9,12,1988-8,18,17.9,-76.9,Gilbert,0,0
Atlantic,110,1988,9,13,1988-8,19,18.2,-78.5,Gilbert,6,0
Atlantic,115,1988,9,13,1988-8,20,18.5,-79.7,Gilbert,12,0
Atlantic,125,1988,9,13,1988-8,21,18.8,-81.1,Gilbert,18,0
Atlantic,140,1988,9,13,1988-8,22,19.4,-82.5,Gilbert,0,0
Atlantic,160,1988,9,14,1988-8,23,19.7,-83.8,Gilbert,6,0
Atlantic,155,1988,9,14,1988-8,24,19.9,-85.3,Gilbert,12,0
Atlantic,145,1988,9,14,1988-8,25,20.4,-86.5,Gilbert,18,0
Atlantic,140,1988,9,14,1988-8,26,20.7,-87,Gilbert,0,0
Atlantic,130,1988,9,14,1988-8,27,20.9,-87.8,Gilbert,6,0
Atlantic,100,1988,9,15,1988-8,28,21.3,-89.5,Gilbert,12,0
Atlantic,90,1988,9,15,1988-8,29,21.6,-90.7,Gilbert,18,0
Atlantic,85,1988,9,15,1988-8,30,21.9,-91.7,Gilbert,0,0
Atlantic,90,1988,9,15,1988-8,31,22.1,-92.8,Gilbert,6,0
Atlantic,100,1988,9,16,1988-8,32,22.5,-93.8,Gilbert,12,0
Atlantic,110,1988,9,16,1988-8,33,22.9,-94.8,Gilbert,18,0
Atlantic,115,1988,9,16,1988-8,34,23.7,-95.9,Gilbert,0,0
Atlantic,115,1988,9,16,1988-8,35,23.9,-97,Gilbert,6,0
Atlantic,110,1988,9,16,1988-8,36,24.2,-97.8,Gilbert,12,0
Atlantic,80,1988,9,17,1988-8,37,24.4,-98.2,Gilbert,18,0
Atlantic,50,1988,9,17,1988-8,38,24.8,-99.3,Gilbert,0,0
Atlantic,35,1988,9,17,1988-8,39,25,-100.5,Gilbert,6,0
Atlantic,30,1988,9,17,1988-8,40,25.4,-101.9,Gilbert,12,0
Atlantic,30,1988,9,18,1988-8,41,26,-103.2,Gilbert,18,0
Atlantic,30,1988,9,18,1988-8,42,27.6,-103.7,Gilbert,0,0
Atlantic,25,1988,9,18,1988-8,43,29.3,-102.6,Gilbert,6,0
Atlantic,25,1988,9,18,1988-8,44,31.5,-101.3,Gilbert,12,0
Atlantic,25,1988,9,19,1988-8,45,33.2,-99.7,Gilbert,18,0
Atlantic,25,1988,9,19,1988-8,46,35.8,-97.7,Gilbert,0,0
Atlantic,25,1988,9,19,1988-8,47,37.7,-93.2,Gilbert,6,0
Atlantic,25,1988,9,19,1988-8,48,40.2,-89.9,Gilbert,12,0
Atlantic,25,1988,9,20,1988-8,49,43.4,-86.5,Gilbert,18,0
Atlantic,30,1988,9,19,1988-9,1,13.4,-31.6,Helene,0,0
Atlantic,32,1988,9,20,1988-9,2,13.3,-32.7,Helene,6,0
Atlantic,35,1988,9,20,1988-9,3,13.2,-33.8,Helene,12,0
Atlantic,40,1988,9,20,1988-9,4,13,-34.8,Helene,18,0
Atlantic,45,1988,9,20,1988-9,5,12.4,-35.7,Helene,0,0
Atlantic,50,1988,9,21,1988-9,6,12.2,-36.7,Helene,6,0
Atlantic,60,1988,9,21,1988-9,7,12,-37.7,Helene,12,0
Atlantic,70,1988,9,21,1988-9,8,12.1,-38.8,Helene,18,0
Atlantic,75,1988,9,21,1988-9,9,12.4,-39.9,Helene,0,0
Atlantic,80,1988,9,22,1988-9,10,12.7,-40.6,Helene,6,0
Atlantic,90,1988,9,22,1988-9,11,13,-41.5,Helene,12,0
Atlantic,95,1988,9,22,1988-9,12,13.2,-42.3,Helene,18,0
Atlantic,100,1988,9,22,1988-9,13,13.5,-43.1,Helene,0,0
Atlantic,110,1988,9,23,1988-9,14,13.9,-44,Helene,6,0
Atlantic,115,1988,9,23,1988-9,15,14.1,-44.9,Helene,12,0
Atlantic,120,1988,9,23,1988-9,16,14.7,-45.5,Helene,18,0
Atlantic,125,1988,9,23,1988-9,17,15.3,-46.1,Helene,0,0
Atlantic,120,1988,9,24,1988-9,18,15.9,-46.9,Helene,6,0
Atlantic,120,1988,9,24,1988-9,19,16.6,-47.5,Helene,12,0
Atlantic,115,1988,9,24,1988-9,20,17.4,-48,Helene,18,0
Atlantic,110,1988,9,24,1988-9,21,18.1,-48.5,Helene,0,0
Atlantic,100,1988,9,25,1988-9,22,18.7,-48.9,Helene,6,0
Atlantic,100,1988,9,25,1988-9,23,19.4,-49,Helene,12,0
Atlantic,95,1988,9,25,1988-9,24,20,-49.1,Helene,18,0
Atlantic,90,1988,9,25,1988-9,25,20.9,-49.3,Helene,0,0
Atlantic,85,1988,9,26,1988-9,26,22.2,-49.5,Helene,1,0
Atlantic,85,1988,9,26,1988-9,27,23.4,-49.7,Helene,6,0
Atlantic,80,1988,9,26,1988-9,28,24.5,-49.9,Helene,12,0
Atlantic,80,1988,9,26,1988-9,29,25.8,-50.3,Helene,18,0
Atlantic,75,1988,9,27,1988-9,30,27.1,-51.1,Helene,0,0
Atlantic,75,1988,9,27,1988-9,31,28.2,-51.9,Helene,6,0
Atlantic,75,1988,9,27,1988-9,32,29.8,-52,Helene,12,0
Atlantic,75,1988,9,27,1988-9,33,30.9,-51.9,Helene,18,0
Atlantic,75,1988,9,28,1988-9,34,31.9,-51.5,Helene,0,0
Atlantic,80,1988,9,28,1988-9,35,32.8,-51,Helene,6,0
Atlantic,80,1988,9,28,1988-9,36,33.5,-50.3,Helene,12,0
Atlantic,85,1988,9,28,1988-9,37,34.7,-49.5,Helene,18,0
Atlantic,90,1988,9,29,1988-9,38,36.1,-48.5,Helene,0,0
Atlantic,90,1988,9,29,1988-9,39,38,-46.5,Helene,6,0
Atlantic,85,1988,9,29,1988-9,40,40.2,-44.4,Helene,12,0
Atlantic,75,1988,9,29,1988-9,41,42.9,-42,Helene,18,0
Atlantic,65,1988,9,30,1988-9,42,46.2,-38.8,Helene,0,0
Atlantic,65,1988,9,30,1988-9,43,50.2,-34.5,Helene,6,0
Atlantic,60,1988,9,30,1988-9,44,55,-30,Helene,12,0
Atlantic,25,1988,9,28,1988-10,1,9,-45.5,Isaac,18,0
Atlantic,25,1988,9,29,1988-10,2,9.1,-47,Isaac,0,0
Atlantic,25,1988,9,29,1988-10,3,9.3,-48.7,Isaac,6,0
Atlantic,25,1988,9,29,1988-10,4,9.5,-50,Isaac,12,0
Atlantic,30,1988,9,29,1988-10,5,9.6,-51.3,Isaac,18,0
Atlantic,30,1988,9,30,1988-10,6,9.8,-52.2,Isaac,0,0
Atlantic,30,1988,9,30,1988-10,7,10.2,-53.1,Isaac,6,0
Atlantic,30,1988,9,30,1988-10,8,10.8,-54.5,Isaac,12,0
Atlantic,35,1988,9,30,1988-10,9,11.4,-56,Isaac,18,0
Atlantic,40,1988,10,1,1988-10,10,11.8,-57.7,Isaac,0,0
Atlantic,35,1988,10,1,1988-10,11,12,-59.5,Isaac,6,0
Atlantic,30,1988,10,1,1988-10,12,12,-61.2,Isaac,10,0
Atlantic,25,1988,10,10,1988-11,1,8.9,-42.2,Joan,12,0
Atlantic,30,1988,10,11,1988-11,2,9.5,-43.6,Joan,18,0
Atlantic,35,1988,10,11,1988-11,3,10.1,-45,Joan,0,0
Atlantic,40,1988,10,11,1988-11,4,10.7,-46.4,Joan,6,0
Atlantic,45,1988,10,11,1988-11,5,11.2,-47.9,Joan,18,0
Atlantic,50,1988,10,12,1988-11,6,11.5,-49,Joan,0,0
Atlantic,45,1988,10,12,1988-11,7,11.8,-50.1,Joan,6,0
Atlantic,45,1988,10,12,1988-11,8,12.1,-51.3,Joan,12,0
Atlantic,40,1988,10,12,1988-11,9,12.3,-52.5,Joan,18,0
Atlantic,40,1988,10,13,1988-11,10,12.4,-53.8,Joan,0,0
Atlantic,40,1988,10,13,1988-11,11,12.5,-54.9,Joan,6,0
Atlantic,40,1988,10,13,1988-11,12,12.6,-56,Joan,12,0
Atlantic,40,1988,10,13,1988-11,13,12.7,-57.1,Joan,18,0
Atlantic,40,1988,10,14,1988-11,14,12.6,-58.3,Joan,0,0
Atlantic,40,1988,10,14,1988-11,15,12.4,-59.4,Joan,6,0
Atlantic,45,1988,10,14,1988-11,16,12.2,-60,Joan,12,0
Atlantic,45,1988,10,14,1988-11,17,12,-60.8,Joan,18,0
Atlantic,45,1988,10,15,1988-11,18,12.1,-61.5,Joan,0,0
Atlantic,45,1988,10,15,1988-11,19,12.1,-61.8,Joan,6,0
Atlantic,45,1988,10,15,1988-11,20,12.1,-62.8,Joan,8,0
Atlantic,45,1988,10,15,1988-11,21,12,-63.8,Joan,12,0
Atlantic,45,1988,10,15,1988-11,22,11.9,-64.9,Joan,18,0
Atlantic,45,1988,10,16,1988-11,23,12,-66.1,Joan,0,0
Atlantic,50,1988,10,16,1988-11,24,12,-67.2,Joan,6,0
Atlantic,50,1988,10,16,1988-11,25,11.9,-68.2,Joan,12,0
Atlantic,50,1988,10,16,1988-11,26,12,-69.2,Joan,18,0
Atlantic,55,1988,10,17,1988-11,27,12,-70.2,Joan,0,0
Atlantic,55,1988,10,17,1988-11,28,12,-71.2,Joan,6,0
Atlantic,60,1988,10,17,1988-11,29,11.9,-72.1,Joan,7,0
Atlantic,60,1988,10,17,1988-11,30,11.8,-73,Joan,12,0
Atlantic,65,1988,10,18,1988-11,31,11.8,-74,Joan,18,0
Atlantic,70,1988,10,18,1988-11,32,11.7,-75,Joan,0,0
Atlantic,75,1988,10,18,1988-11,33,11.5,-75.8,Joan,6,0
Atlantic,80,1988,10,18,1988-11,34,11.3,-76.5,Joan,12,0
Atlantic,90,1988,10,19,1988-11,35,11.2,-77.2,Joan,18,0
Atlantic,95,1988,10,19,1988-11,36,11.3,-77.8,Joan,0,0
